image_id,condition,SSIM0,SSIM1,delta,output_path,output_sha256,reference_path,reference_sha256
51008,quadrants,0.882586829510731,0.8892089491238158,0.006622119613084787,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/016/outputs.pt,983f6fe474077c97701f1ecd542fee8085dbba9b8ba2c926fcd77e1f5132a0c9,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/012/outputs.pt,4cba84f7447b56a0ca92921135ac9e6eeafdf1f64af133091444d67d16a0e0d8
51309,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6
51309,homogeneous_dark,0.5291587207715798,0.6859395537290753,0.15678083295749556,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/019/outputs.pt,735b1cf67e5af3d1eb94af74370b5c3d4a2389392f8a45ac337694a11eac3aec,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6
51309,homogeneous_bright,0.904467562650021,0.9190549131850406,0.014587350535019583,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/020/outputs.pt,c00211dab558e9b8a4f604255d44ec1860cf39fddec6b16f6dccd59ffb98ffce,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6
51309,left_right,0.8163612201700157,0.8369327840114416,0.02057156384142589,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/021/outputs.pt,5cd5e86fd5aa2e70f85c0adaf7080d3486f33148b15508006857b321192da809,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6
51309,quadrants,0.8232483262048208,0.8299966199076706,0.006748293702849795,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/022/outputs.pt,e8abe8efe18211e16e194cd2664b6479eba9dc338eeb78893c279e8e43d71237,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/018/outputs.pt,26415b1b9cfee1c56f22c2e051c360a6c08250bef5fd4068cbd03880ba8295a6
51314,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8
51314,homogeneous_dark,0.8125235037003027,0.8442168259429244,0.03169332224262167,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/025/outputs.pt,9b5a48813132f9972fe646761cad1bbf35790254902c158190e36e2023e1fa2f,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8
51314,homogeneous_bright,0.9332249969067483,0.936510989933623,0.0032859930268747117,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/026/outputs.pt,0bc2c96a32bca4cd10139cc296ce699c7c5a7c2a9687fb02962b4c6c4cc2697c,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8
51314,left_right,0.8934321188552846,0.9203689186969988,0.026936799841714154,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/027/outputs.pt,d332a96a37d577559a0bb0d672a1afff73acc67ac23e2c8c17482c6607e7a1ed,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8
51314,quadrants,0.8450039136337829,0.8624664102441691,0.017462496610386236,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/028/outputs.pt,a57b9a5378b4e35b81eef52c263dd56ee869996f6c67213684fa6ac0d5b07df4,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/024/outputs.pt,0f0bb4b00476a1b6505ac35e7ccfef52d5e313acc8cf84830f3a96f87ee0cce8
51326,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182
51326,homogeneous_dark,0.5691035516993376,0.6886429001003371,0.11953934840099956,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/031/outputs.pt,27dc02c51c6e5fb12168cb33ad6dae9d3e6708865f75e0332878a16a1d24bc69,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182
51326,homogeneous_bright,0.8819699684123532,0.8841822901095542,0.0022123216972009807,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/032/outputs.pt,13d22ba5a33058e519d47641be13eece03ba3644f21b75de0da4619ade7f82e5,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182
51326,left_right,0.8419920658215413,0.846720567783895,0.004728501962353748,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/033/outputs.pt,afe9c34edaa0c05c4acf9dc5556a46e95319727cfb2b526b5be4f26756089417,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182
51326,quadrants,0.8228625118645382,0.8384215132950833,0.015559001430545116,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/034/outputs.pt,0a8b038f3048257877fd712114f09ac4c670be0f7f0bbc6dbc89f97ca2134954,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/030/outputs.pt,4a78b6f906535688ee1b013ae60776253a9f42fb26377a4a2646591e55472182
51610,clean,0.9998878333728665,0.9825354608047959,-0.01735237256807054,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1
51610,homogeneous_dark,0.8329662360565621,0.8536022854661686,0.020636049409606505,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/037/outputs.pt,7351a6a6be2db2a33dc19e918bb849aae4a6cdd029e8e8b0c71a02c818d5de38,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1
51610,homogeneous_bright,0.8811555008097912,0.8926648641337207,0.011509363323929489,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/038/outputs.pt,88334ce18355a69534d1ace7f31852d52c65ced0c62db93b4ef83f3140c48ff2,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1
51610,left_right,0.8097448552564017,0.8268386895613195,0.017093834304917732,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/039/outputs.pt,67d077ee370d708aec1ce24a444bb7c744b0d595bf8f4ff8497c3e5118eece78,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1
51610,quadrants,0.8922052547651891,0.8971022212956324,0.0048969665304433585,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/040/outputs.pt,0ad51457f67d30c2161587614f388de07d62f9e23682122aeb6d1c29fd72ec54,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/036/outputs.pt,fa7f0b28936469e757fdd9f864cb34f5238ae490a9c08eb7e1c4869d84f91da1
51712,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e
51712,homogeneous_dark,0.9015310077811747,0.9243891552386827,0.022858147457508027,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/043/outputs.pt,03f5a2bd56f688486c839bc18da4405ec07cc725c090133561344ca9752ab2e8,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e
51712,homogeneous_bright,0.88323373671623,0.8885554774840787,0.005321740767848748,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/044/outputs.pt,121f181cd07c40e084f4d742cfc1e71f620cf62e27e8ced68f4afcdead416598,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e
51712,left_right,0.8880160313940375,0.9056737763841916,0.017657744990154045,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/045/outputs.pt,d5d996666661e2db0714c709de29d893fc9347c002b253ab92010d27391763a9,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e
51712,quadrants,0.7379150403929476,0.886556072836849,0.14864103244390137,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/046/outputs.pt,fab473705c7095e0b8978e6d1104a156e547f52bc0106c408ad211b758b79167,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/042/outputs.pt,c774fc4a841f780e2e35012c5aa78794dfae967693ab75012fb83a2be377a20e
51738,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257
51738,homogeneous_dark,0.9502796878318324,0.9523640167746016,0.00208432894276922,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/049/outputs.pt,21800c6193d75ebc4fff364b7b8bb3367a0331680513b8c3afdbd61900afd146,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257
51738,homogeneous_bright,0.8831800875590392,0.8845420606670914,0.0013619731080521946,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/050/outputs.pt,d866e48ceb6fc8416ef9bb8b16c9d63b734dda794add6c2208b7a0acb691173e,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257
51738,left_right,0.8884506225981104,0.8970053507974987,0.008554728199388295,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/051/outputs.pt,cf6ca31064b1dd6c8406daf8bb9edfe63819560579ec7223c55c10593befdcd2,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257
51738,quadrants,0.8833445023301189,0.9126849792269032,0.029340476896784318,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/052/outputs.pt,16d22d3c739320ccd56f841f97438bea8aca0569465bc2554c50e80bed90b810,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/048/outputs.pt,06a590e90a9968dcaf465a4e01ef32dfa0b6ed1de1ac4165e7b46c7739104257
51938,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc
51938,homogeneous_dark,0.8005076334541352,0.8059611268965663,0.005453493442431068,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/055/outputs.pt,987174005c22eaf2af05974e5db64550ef253552ddcd31d1157411017042edf1,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc
51938,homogeneous_bright,0.8555722684785224,0.8571077485064758,0.0015354800279533398,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/056/outputs.pt,1d17f49f90271197e38e0b7129d5e9d4483a073f0cb1f01ef5fd0ebf07b822ae,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc
51938,left_right,0.8816359788472259,0.8816359788472259,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/057/outputs.pt,092648130ff320a2fd74d38675f68755028370f50421503e1ce22a35a7fcc76a,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc
51938,quadrants,0.7729174274807494,0.8271989787694976,0.05428155128874812,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/058/outputs.pt,824262a383934d113487b296baecf835f974d772590409f13e70ac8a69309442,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/054/outputs.pt,9062cf8dc74d85b04a24f59aa1934551da516dac454a1da1afaa1afddbd7a2bc
51961,clean,1.0,1.0,0.0,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127
51961,homogeneous_dark,0.6680979681566207,0.6714353818001204,0.0033374136434997093,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/061/outputs.pt,83944317b4d2915cb0d616cb169780411ae1adcf4ff3bca4214948496ce24902,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127
51961,homogeneous_bright,0.8585621364849785,0.87436436426721,0.015802227782231504,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/062/outputs.pt,605be94b99b1c0e359300b5752d439fb02e6311c7dd87d7fd3b025a7b7990656,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127
51961,left_right,0.7036425699860703,0.7410792627416558,0.03743669275558548,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/063/outputs.pt,200a14a091d5e27f661387b815db0f0de14f53c89495354a22bad96d641417ab,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127
51961,quadrants,0.7820163889540683,0.7868814416408156,0.0048650526867473065,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/064/outputs.pt,6fcd342c8fbe098e3a907a174e43b22550794813fa0b5a7d23b50573aecdc40d,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/060/outputs.pt,2541e3c68148f71c95491d4e092a89ee37181605d4e7d09b8d4c51acc6b68127
51976,clean,0.9686669464732233,0.9768934584030938,0.008226511929870561,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/066/outputs.pt,7f20395fa4df818384405bbfcd7d30d039158b3c894864d869a78835d612af3f,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/066/outputs.pt,7f20395fa4df818384405bbfcd7d30d039158b3c894864d869a78835d612af3f
51976,homogeneous_dark,0.9523463762202989,0.9525162104387758,0.00016983421847682756,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/067/outputs.pt,3ed48a9b7f45882557582bf2010cda0872b08ebe996877c8eda63b4f61be3a1e,/media/wenchang/F/wjq/TTIE/runs/20260912-191947-ttie-t014-stage-b/artifacts/audit/episodes/066/outputs.pt,7f20395fa4df818384405bbfcd7d30d039158b3c894864d869a78835d612af3f
